title,job_code,position_number,unit_number,unit_name,time_equivalent,salary,fte_salary,benefit_cost
Community Coordinator,500071,428763,14060,Family & Community Engagement Office,1.0,62000.0,62000.0,23335.0
Community Coordinator,500071,428823,14060,Family & Community Engagement Office,1.0,65508.0,65508.0,24080.0
