title,job_code,position_number,unit_number,unit_name,time_equivalent,salary,fte_salary,benefit_cost
Deputy Press Secretary,500942,244531,10510,Communications Office,1.0,63800.0,63800.0,23717.0
Deputy Press Secretary,500942,458107,10510,Communications Office,1.0,60000.0,60000.0,22910.0
