title,job_code,position_number,unit_number,unit_name,time_equivalent,salary,fte_salary,benefit_cost
Transportation CS Rep,501203,427617,11870,Student Transportation,1.0,36000.0,36000.0,17811.0
Transportation CS Rep,501203,502223,11870,Student Transportation,1.0,36000.0,36000.0,17811.0
Transportation CS Rep,501203,502224,11870,Student Transportation,1.0,37000.0,37000.0,18024.0
