title,job_code,position_number,unit_number,unit_name,time_equivalent,salary,fte_salary,benefit_cost
Senior Project Manager,500852,294972,12510,Information & Technology Services,1.0,95000.0,95000.0,30346.0
Senior Project Manager,500852,485362,12510,Information & Technology Services,1.0,94000.0,94000.0,30133.0
