title,job_code,position_number,unit_number,unit_name,time_equivalent,salary,fte_salary,benefit_cost
Exec Asst Chief Officer,500166,507924,10870,College and Career Success Office,1.0,55000.0,55000.0,21848.0
Exec Asst Chief Officer,500166,483355,13740,Office of Strategic School Support Services,1.0,53000.0,53000.0,20967.0
