title,job_code,position_number,unit_number,unit_name,time_equivalent,salary,fte_salary,benefit_cost
Training Specialist,500822,500866,12010,Nutrition Support Services,1.0,58000.0,58000.0,22485.0
Training Specialist,500822,464297,12510,Information & Technology Services,1.0,55000.0,55000.0,21848.0
Training Specialist,500822,507725,12510,Information & Technology Services,1.0,65000.0,65000.0,23972.0
Training Specialist,500822,456044,15010,School Support Center,1.0,75190.0,75190.0,26137.0
