title,job_code,position_number,unit_number,unit_name,time_equivalent,salary,fte_salary,benefit_cost
Teen Pregnancy Prev Specialist,501430,456487,10895,Social and Emotional Learning,1.0,65714.0,65714.0,23559.0
Teen Pregnancy Prev Specialist,501430,497429,10895,Social and Emotional Learning,1.0,63800.0,63800.0,23169.0
