title,job_code,position_number,unit_number,unit_name,time_equivalent,salary,fte_salary,benefit_cost
Application Mgmt Manager,500014,294334,12510,Information & Technology Services,1.0,81075.72,81075.72,27388.0
Application Mgmt Manager,500014,295682,12510,Information & Technology Services,1.0,101000.0,101000.0,31620.0
